Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,Casp,casp_,complete_model_name,group_name,casp_newname,new_name,lddt,Categories,lddt_rank
TS076,5,33.434,38,40.574,39,0.824,40,0.91,41,0.0,43,0.803,35,2.33,41,17.609,54,0.24,61,0.0,1,0.0,0,CR1136,R1136,R1136TS076_5,Others,R1136_TS076_5,R1136_TS076_5,0.5713088985807904,Human,46
TS444,1,33.434,38,40.574,39,0.824,40,0.91,41,0.0,43,0.803,35,2.33,41,17.609,54,0.24,61,0.0,1,0.0,0,CR1136,R1136,R1136TS444_1,Others,R1136_TS444_1,R1136_TS444_1,0.5713088985807904,Human,46
TS434,1,34.851,40,43.783,43,0.796,56,0.892,58,-1.0,88,0.758,62,0.0,1,17.7,59,0.273,49,0.0,1,0.0,1,CR1136,R1136,R1136TS434_1,Others,R1136_TS434_1,R1136_TS434_1,0.5424549600205733,Human,68
TS416,2,35.251,41,43.744,42,0.806,47,0.89,59,-1.0,88,0.773,54,5.49,53,19.645,80,0.264,53,0.0,1,0.0,1,CR1136,R1136,R1136TS416_2,Others,R1136_TS416_2,R1136_TS416_2,0.571529691546055,Human,44
TS235,3,36.692,42,48.86,47,0.751,79,0.833,71,-1.0,88,0.719,81,113.57,106,22.654,121,0.29,45,0.0,1,0.0,1,CR1136,R1136,R1136TS235_3,Others,R1136_TS235_3,R1136_TS235_3,0.5295077960094413,Human,82
TS238,1,36.692,42,348.999,112,0.105,107,0.0,108,0.0,43,0.154,107,324.11,111,46.09,157,0.169,105,0.0,1,0.0,0,CR1136,R1136,R1136TS238_1,Others,R1136_TS238_1,R1136_TS238_1,0.3070930710191627,Human,102
TS235,2,37.851,44,50.407,53,0.751,79,0.776,81,0.0,43,0.753,64,129.57,107,22.072,108,0.231,68,0.0,1,0.0,0,CR1136,R1136,R1136TS235_2,Others,R1136_TS235_2,R1136_TS235_2,0.521052343171553,Human,88
TS185,3,38.17,45,38.17,38,-1.0,109,-1.0,109,-1.0,88,-1.0,109,0.14,19,26.197,148,0.317,37,0.0,1,0.0,1,CR1136,R1136,R1136TS185_3,Others,R1136_TS185_3,R1136_TS185_3,0.382918120470434,Human,92
TS416,5,38.721,46,48.597,46,0.797,53,0.874,67,0.0,43,0.777,49,4.5,50,20.245,86,0.189,96,0.0,1,0.0,0,CR1136,R1136,R1136TS416_5,Others,R1136_TS416_5,R1136_TS416_5,0.5467518946094887,Human,65
TS227,5,39.033,47,47.559,45,0.821,42,0.9,51,0.213,42,0.798,41,0.0,1,18.134,65,0.244,58,0.0,1,0.0,0,CR1136,R1136,R1136TS227_5,Others,R1136_TS227_5,R1136_TS227_5,0.5714698389905541,Human,45
TS227,3,39.06,48,49.038,49,0.797,53,0.884,62,0.0,43,0.772,55,0.42,36,22.494,114,0.27,51,0.0,1,0.0,0,CR1136,R1136,R1136TS227_3,Others,R1136_TS227_3,R1136_TS227_3,0.5418168920983005,Human,70
TS392,2,39.232,49,50.682,55,0.774,70,0.847,69,0.0,43,0.749,68,87.49,99,21.796,107,0.208,87,0.0,1,0.0,1,CR1136,R1136,R1136TS392_2,Others,R1136_TS392_2,R1136_TS392_2,0.529093191403044,Human,83
TS076,3,39.839,50,49.549,50,0.804,48,0.881,65,0.0,43,0.785,45,2.5,44,17.064,50,0.222,76,0.0,1,0.0,0,CR1136,R1136,R1136TS076_3,Others,R1136_TS076_3,R1136_TS076_3,0.5630629678274511,Human,52
TS147,1,40.572,51,48.946,48,0.829,38,0.916,39,0.474,12,0.796,42,0.08,10,17.695,58,0.261,54,0.0,1,0.0,1,CR1136,R1136,R1136TS147_1,Others,R1136_TS147_1,R1136_TS147_1,0.6150313478426557,Human,37
TS434,4,40.616,52,49.948,51,0.813,44,0.896,55,0.0,43,0.79,44,0.25,24,13.852,26,0.218,79,0.0,1,0.0,0,CR1136,R1136,R1136TS434_4,Others,R1136_TS434_4,R1136_TS434_4,0.5592681396669353,Human,56
TS235,5,40.795,53,50.414,54,0.809,45,0.922,35,0.447,13,0.761,61,95.43,101,14.948,37,0.217,82,0.0,1,0.0,1,CR1136,R1136,R1136TS235_5,Others,R1136_TS235_5,R1136_TS235_5,0.5914803633582888,Human,42
TS392,1,41.269,54,52.503,59,0.786,62,0.845,70,-1.0,88,0.772,55,80.33,96,20.86,95,0.299,41,0.0,1,0.0,0,CR1136,R1136,R1136TS392_1,Others,R1136_TS392_1,R1136_TS392_1,0.5502272150664386,Human,63
TS235,1,41.378,55,54.281,65,0.762,76,0.813,74,-1.0,88,0.744,73,108.49,105,21.026,99,0.248,57,0.0,1,0.0,1,CR1136,R1136,R1136TS235_1,Others,R1136_TS235_1,R1136_TS235_1,0.5324898088744907,Human,80
TS076,4,41.748,56,54.119,64,0.771,73,0.794,77,0.0,43,0.776,50,3.16,47,17.954,63,0.298,42,0.0,1,0.0,0,CR1136,R1136,R1136TS076_4,Others,R1136_TS076_4,R1136_TS076_4,0.5312269699882811,Human,81
TS392,3,41.956,57,54.108,63,0.775,69,0.831,72,-1.0,88,0.762,60,80.92,97,19.84,84,0.225,73,0.0,1,0.0,0,CR1136,R1136,R1136TS392_3,Others,R1136_TS392_3,R1136_TS392_3,0.5329533039814845,Human,78
TS416,4,41.964,58,52.188,57,0.804,48,0.904,46,0.0,43,0.776,50,5.08,51,19.578,77,0.242,59,0.0,1,0.0,0,CR1136,R1136,R1136TS416_4,Others,R1136_TS416_4,R1136_TS416_4,0.563797986562123,Human,50
TS439,4,41.964,58,52.188,57,0.804,48,0.904,46,0.0,43,0.776,50,5.08,51,19.578,77,0.242,59,0.0,1,0.0,0,CR1136,R1136,R1136TS439_4,Others,R1136_TS439_4,R1136_TS439_4,0.563797986562123,Human,50
TS434,3,42.41,60,53.951,62,0.786,62,0.895,56,-1.0,88,0.743,74,0.0,1,17.738,60,0.164,108,0.0,1,0.0,1,CR1136,R1136,R1136TS434_3,Others,R1136_TS434_3,R1136_TS434_3,0.5430059979749302,Human,67
TS147,2,42.66,61,50.298,52,0.848,32,0.933,31,0.804,1,0.81,32,0.08,10,15.955,43,0.229,70,0.0,1,0.0,0,CR1136,R1136,R1136TS147_2,Others,R1136_TS147_2,R1136_TS147_2,0.6117140024197153,Human,39
TS439,3,42.713,62,71.115,90,0.601,88,0.595,88,0.0,43,0.619,88,34.55,90,25.241,135,0.255,55,0.0,1,0.0,1,CR1136,R1136,R1136TS439_3,Others,R1136_TS439_3,R1136_TS439_3,0.525875655962201,Human,85
TS444,5,42.768,63,85.757,95,0.499,94,0.208,95,0.0,43,0.599,92,9.32,79,22.195,110,0.184,99,0.0,1,0.0,1,CR1136,R1136,R1136TS444_5,Others,R1136_TS444_5,R1136_TS444_5,0.3333805085759923,Human,99
TS444,3,43.013,64,72.455,91,0.594,89,0.64,84,0.0,43,0.598,93,328.11,112,25.324,138,0.213,84,0.0,1,0.0,0,CR1136,R1136,R1136TS444_3,Others,R1136_TS444_3,R1136_TS444_3,0.4204572519834935,Human,89
TS147,3,43.106,65,51.594,56,0.835,34,0.926,33,0.424,38,0.804,34,0.25,24,16.594,47,0.224,75,0.0,1,0.0,1,CR1136,R1136,R1136TS147_3,Others,R1136_TS147_3,R1136_TS147_3,0.597634716791529,Human,41
TS110,5,43.15,66,55.756,68,0.774,70,0.808,75,-1.0,88,0.775,53,14.58,83,17.376,51,0.252,56,0.0,1,0.0,0,CR1136,R1136,R1136TS110_5,Others,R1136_TS110_5,R1136_TS110_5,0.5420119190827863,Human,69
TS185,1,43.481,67,43.481,41,-1.0,109,-1.0,109,-1.0,88,-1.0,109,0.09,15,20.755,94,0.295,43,0.0,1,0.0,0,CR1136,R1136,R1136TS185_1,Others,R1136_TS185_1,R1136_TS185_1,0.4131899079576187,Human,90
TS076,1,44.263,68,55.497,66,0.798,52,0.883,63,0.0,43,0.767,57,3.75,48,18.235,66,0.194,95,0.0,1,0.0,1,CR1136,R1136,R1136TS076_1,Others,R1136_TS076_1,R1136_TS076_1,0.5518310925446708,Human,61
TS110,4,44.342,69,55.669,67,0.797,53,0.855,68,-1.0,88,0.784,46,46.45,91,19.388,74,0.306,39,0.0,1,0.0,0,CR1136,R1136,R1136TS110_4,Others,R1136_TS110_4,R1136_TS110_4,0.5704668738900289,Human,49
TS147,4,44.581,70,53.495,61,0.833,35,0.922,35,0.447,13,0.802,39,0.08,10,16.639,48,0.285,46,0.0,1,0.0,1,CR1136,R1136,R1136TS147_4,Others,R1136_TS147_4,R1136_TS147_4,0.6135301566500966,Human,38
TS434,5,45.524,71,57.558,70,0.791,57,0.882,64,0.0,43,0.764,58,0.0,1,19.786,83,0.213,84,0.0,1,6.106e-16,0,CR1136,R1136,R1136TS434_5,Others,R1136_TS434_5,R1136_TS434_5,0.562442074396754,Human,53
TS185,5,45.956,72,45.956,44,-1.0,109,-1.0,109,-1.0,88,-1.0,109,0.12,18,20.87,96,0.282,47,0.0,1,4.33e-15,1,CR1136,R1136,R1136TS185_5,Others,R1136_TS185_5,R1136_TS185_5,0.3909997275576691,Human,91
TS439,5,45.999,73,69.291,85,0.664,86,0.632,85,-1.0,88,0.692,86,16.4,84,20.3,88,0.237,66,0.0,1,5.218e-15,1,CR1136,R1136,R1136TS439_5,Others,R1136_TS439_5,R1136_TS439_5,0.5482282336825292,Human,64
TS076,2,46.068,74,55.813,69,0.825,39,0.917,38,-1.0,88,0.799,40,2.33,41,16.391,46,0.24,61,0.0,1,7.05e-15,0,CR1136,R1136,R1136TS076_2,Others,R1136_TS076_2,R1136_TS076_2,0.5776694965714947,Human,43
TS416,1,46.184,75,68.772,81,0.672,84,0.612,86,-1.0,88,0.713,83,25.14,86,25.343,141,0.208,87,0.0,1,1.166e-14,0,CR1136,R1136,R1136TS416_1,Others,R1136_TS416_1,R1136_TS416_1,0.5531720362370492,Human,59
TS439,1,46.184,75,68.772,81,0.672,84,0.612,86,-1.0,88,0.713,83,25.14,86,25.343,141,0.208,87,0.0,1,1.166e-14,0,CR1136,R1136,R1136TS439_1,Others,R1136_TS439_1,R1136_TS439_1,0.5531720362370492,Human,59
TS444,4,46.503,77,75.184,93,0.619,87,0.545,89,0.0,43,0.669,87,59.23,92,24.047,129,0.22,78,0.0,1,4.519e-14,0,CR1136,R1136,R1136TS444_4,Others,R1136_TS444_4,R1136_TS444_4,0.5259541220592778,Human,84
TS238,2,46.71,78,454.607,113,0.103,108,0.03,106,0.0,43,0.15,108,321.32,110,52.0,158,0.201,92,0.0,1,1.076e-13,0,CR1136,R1136,R1136TS238_2,Others,R1136_TS238_2,R1136_TS238_2,0.3207104418828215,Human,101
TS110,2,47.017,79,61.262,73,0.767,75,0.819,73,-1.0,88,0.751,66,76.88,95,18.77,68,0.267,52,0.0,1,3.799e-13,1,CR1136,R1136,R1136TS110_2,Others,R1136_TS110_2,R1136_TS110_2,0.5617084001354573,Human,55
TS227,4,47.087,80,57.65,71,0.817,43,0.878,66,-1.0,88,0.803,35,0.08,10,17.459,53,0.239,64,0.0,1,5.038e-13,0,CR1136,R1136,R1136TS227_4,Others,R1136_TS227_4,R1136_TS227_4,0.551412910096012,Human,62
TS434,2,47.488,81,59.131,72,0.803,51,0.889,61,0.0,43,0.779,48,0.17,20,17.951,62,0.229,70,0.0,1,2.483e-12,0,CR1136,R1136,R1136TS434_2,Others,R1136_TS434_2,R1136_TS434_2,0.561859366559258,Human,54
TS035,4,47.66,82,93.905,98,0.508,93,0.32,94,0.0,43,0.601,91,1.5,40,26.243,149,0.186,98,0.0,1,4.846e-12,1,CR1136,R1136,R1136TS035_4,Others,R1136_TS035_4,R1136_TS035_4,0.3225534721120052,Human,100
TS029,1,48.025,83,114.76,99,0.418,95,0.194,96,0.0,43,0.506,97,6.41,56,22.504,115,0.184,99,0.0,1,1.94e-11,1,CR1136,R1136,R1136TS029_1,Others,R1136_TS029_1,R1136_TS029_1,0.273594057532012,Human,104
TS238,3,49.191,84,159.614,103,0.308,106,0.338,93,0.0,43,0.356,106,420.31,113,25.459,145,0.166,106,0.0,1,1.256e-09,0,CR1136,R1136,R1136TS238_3,Others,R1136_TS238_3,R1136_TS238_3,0.3569416662208085,Human,95
TS227,2,49.205,85,62.182,74,0.791,57,0.898,52,0.0,43,0.751,66,0.0,1,16.939,49,0.206,91,0.0,1,1.316e-09,1,CR1136,R1136,R1136TS227_2,Others,R1136_TS227_2,R1136_TS227_2,0.5417065923405512,Human,71
TS110,1,49.909,86,65.596,77,0.761,78,0.781,79,0.0,43,0.764,58,176.55,108,17.394,52,0.271,50,0.0,1,1.333e-08,1,CR1136,R1136,R1136TS110_1,Others,R1136_TS110_1,R1136_TS110_1,0.5704836318175298,Human,48
TS227,1,50.008,87,63.859,75,0.783,65,0.895,56,0.0,43,0.748,70,0.17,20,17.866,61,0.216,83,0.0,1,1.825e-08,0,CR1136,R1136,R1136TS227_1,Others,R1136_TS227_1,R1136_TS227_1,0.5365910750129012,Human,72
TS385,1,50.385,88,93.848,96,0.537,90,0.343,91,0.0,43,0.616,89,5.66,54,22.557,116,0.171,103,0.0,1,5.868e-08,0,CR1136,R1136,R1136TS385_1,Others,R1136_TS385_1,R1136_TS385_1,0.3453453272052288,Human,97
TS444,2,50.385,88,93.848,96,0.537,90,0.343,91,0.0,43,0.616,89,5.66,54,22.557,116,0.171,103,0.0,1,5.868e-08,0,CR1136,R1136,R1136TS444_2,Others,R1136_TS444_2,R1136_TS444_2,0.3453453272052288,Human,97
TS439,2,51.122,90,75.007,92,0.682,82,0.648,83,0.0,43,0.714,82,25.89,88,24.34,132,0.225,73,0.0,1,5.103e-07,0,CR1136,R1136,R1136TS439_2,Others,R1136_TS439_2,R1136_TS439_2,0.5549287892621249,Human,57
TS110,3,51.989,91,70.327,89,0.739,81,0.789,78,-1.0,88,0.726,80,74.5,94,20.058,85,0.301,40,0.0,1,5.265e-06,1,CR1136,R1136,R1136TS110_3,Others,R1136_TS110_3,R1136_TS110_3,0.5532094300693158,Human,58
TS035,3,52.367,92,66.524,78,0.787,60,0.909,43,0.0,43,0.747,71,0.5,37,19.714,82,0.208,87,0.0,1,1.358e-05,0,CR1136,R1136,R1136TS035_3,Others,R1136_TS035_3,R1136_TS035_3,0.5328911714908519,Human,79
TS185,2,52.994,93,52.994,60,-1.0,109,-1.0,109,-1.0,88,-1.0,109,0.1,16,22.115,109,0.281,48,0.0,1,5.951e-05,0,CR1136,R1136,R1136TS185_2,Others,R1136_TS185_2,R1136_TS185_2,0.3552224515754901,Human,96
TS035,2,53.066,94,67.305,79,0.788,59,0.905,44,0.0,43,0.749,68,0.33,33,21.07,101,0.218,79,0.0,1,7.012e-05,0,CR1136,R1136,R1136TS035_2,Others,R1136_TS035_2,R1136_TS035_2,0.533961015313933,Human,75
TS248,2,53.831,95,69.586,87,0.774,70,0.902,48,0.0,43,0.732,77,0.33,33,20.914,97,0.209,86,0.0,1,0.0003584,0,CR1136,R1136,R1136TS248_2,Others,R1136_TS248_2,R1136_TS248_2,0.5363237758604918,Human,73
TS248,1,53.837,96,69.788,88,0.771,73,0.902,48,0.0,43,0.728,79,0.17,20,21.228,103,0.229,70,0.0,1,0.0003631,0,CR1136,R1136,R1136TS248_1,Others,R1136_TS248_1,R1136_TS248_1,0.5331513512953762,Human,77
TS248,4,53.838,97,68.923,83,0.781,66,0.901,50,0.0,43,0.735,76,0.33,33,21.069,100,0.222,76,0.0,1,0.000364,1,CR1136,R1136,R1136TS248_4,Others,R1136_TS248_4,R1136_TS248_4,0.5252577805201187,Human,86
TS248,3,53.876,98,69.274,84,0.778,67,0.905,44,0.0,43,0.736,75,0.25,24,20.95,98,0.231,68,0.0,1,0.000393,0,CR1136,R1136,R1136TS248_3,Others,R1136_TS248_3,R1136_TS248_3,0.5337152899429934,Human,76
TS035,1,53.878,99,69.354,86,0.777,68,0.897,54,0.0,43,0.731,78,0.17,20,20.721,93,0.238,65,0.0,1,0.000394,1,CR1136,R1136,R1136TS035_1,Others,R1136_TS035_1,R1136_TS035_1,0.5215074548199802,Human,87
TS248,5,53.897,100,68.628,80,0.785,64,0.898,52,0.0,43,0.753,64,0.25,24,20.616,92,0.232,67,0.0,1,0.0004093,0,CR1136,R1136,R1136TS248_5,Others,R1136_TS248_5,R1136_TS248_5,0.5349378761388799,Human,74
TS029,4,55.678,101,143.633,101,0.388,98,0.011,107,0.0,43,0.524,95,3.83,49,21.184,102,0.188,97,0.0,1,0.009215,0,CR1136,R1136,R1136TS029_4,Others,R1136_TS029_4,R1136_TS029_4,0.2589106189604199,Human,106
TS416,3,56.053,102,83.341,94,0.673,83,0.657,82,0.0,43,0.695,85,30.65,89,22.616,119,0.195,94,0.0,1,0.01583,1,CR1136,R1136,R1136TS416_3,Others,R1136_TS416_3,R1136_TS416_3,0.5459648829474016,Human,66
TS029,5,56.336,103,180.569,104,0.312,105,0.076,104,0.0,43,0.399,100,2.66,46,28.786,151,0.176,102,0.0,1,0.02324,0,CR1136,R1136,R1136TS029_5,Others,R1136_TS029_5,R1136_TS029_5,0.240362344604052,Human,107
TS029,2,56.354,104,139.025,100,0.405,96,0.177,102,0.0,43,0.498,98,2.5,44,23.544,128,0.177,101,0.0,1,0.02379,0,CR1136,R1136,R1136TS029_2,Others,R1136_TS029_2,R1136_TS029_2,0.2622506718075549,Human,105
TS185,4,64.813,105,64.813,76,-1.0,109,-1.0,109,-1.0,88,-1.0,109,0.1,16,22.879,124,0.294,44,0.0,1,0.9967,1,CR1136,R1136,R1136TS185_4,Others,R1136_TS185_4,R1136_TS185_4,0.3781550476943825,Human,93
TS029,3,67.07,106,188.192,106,0.356,99,0.045,105,0.0,43,0.475,99,18.4,85,23.037,127,0.218,79,0.0,1,1.0,0,CR1136,R1136,R1136TS029_3,Others,R1136_TS029_3,R1136_TS029_3,0.2386515437335068,Human,108
TS097,1,70.099,107,221.269,107,0.317,100,0.179,97,-1.0,88,0.385,101,0.25,24,36.138,152,0.164,108,0.0,1,1.0,0,CR1136,R1136,R1136TS097_1,Others,R1136_TS097_1,R1136_TS097_1,0.2167368965166109,Human,109
TS097,2,70.099,107,221.269,107,0.317,100,0.179,97,-1.0,88,0.385,101,0.25,24,36.138,152,0.164,108,0.0,1,1.0,0,CR1136,R1136,R1136TS097_2,Others,R1136_TS097_2,R1136_TS097_2,0.2167368965166109,Human,109
TS097,3,70.099,107,221.269,107,0.317,100,0.179,97,-1.0,88,0.385,101,0.25,24,36.138,152,0.164,108,0.0,1,1.0,0,CR1136,R1136,R1136TS097_3,Others,R1136_TS097_3,R1136_TS097_3,0.2167368965166109,Human,109
TS097,4,70.099,107,221.269,107,0.317,100,0.179,97,-1.0,88,0.385,101,0.25,24,36.138,152,0.164,108,0.0,1,1.0,0,CR1136,R1136,R1136TS097_4,Others,R1136_TS097_4,R1136_TS097_4,0.2167368965166109,Human,109
TS097,5,70.099,107,221.269,107,0.317,100,0.179,97,-1.0,88,0.385,101,0.25,24,36.138,152,0.164,108,0.0,1,1.0,0,CR1136,R1136,R1136TS097_5,Others,R1136_TS097_5,R1136_TS097_5,0.2167368965166109,Human,109
TS177,1,71.596,112,180.833,105,0.396,97,0.159,103,0.0,43,0.515,96,236.44,109,27.528,150,0.166,106,0.0,1,1.0,0,CR1136,R1136,R1136TS177_1,Others,R1136_TS177_1,R1136_TS177_1,0.2852362415366055,Human,103
TS035,5,76.88,113,143.953,102,0.534,92,0.424,90,0.0,43,0.596,94,0.67,38,24.366,134,0.199,93,0.0,1,1.0,1,CR1136,R1136,R1136TS035_5,Others,R1136_TS035_5,R1136_TS035_5,0.3626177718970219,Human,94
TS081,3,10.515,6,11.98,7,0.878,8,0.944,9,-1.0,62,0.851,10,7.58,55,16.438,10,0.7,6,0.0,1,0.0,1,CR1138,R1138,R1138TS081_3,Others,R1138_TS081_3,R1138_TS081_3,0.7121167425905699,Human,8
TS081,5,10.525,7,11.835,6,0.889,6,0.944,9,-1.0,62,0.868,6,4.94,52,16.202,8,0.675,7,0.0,1,0.0,1,CR1138,R1138,R1138TS081_5,Others,R1138_TS081_5,R1138_TS081_5,0.7062290630856399,Human,10
TS081,1,11.797,8,13.583,8,0.868,10,0.946,3,-1.0,62,0.836,12,9.62,60,16.77,11,0.65,8,0.0,1,0.0,1,CR1138,R1138,R1138TS081_1,Others,R1138_TS081_1,R1138_TS081_1,0.7125449561443565,Human,7
TS287,1,12.273,9,13.768,9,0.891,5,0.942,11,0.0,1,0.873,4,0.66,34,15.786,4,0.621,11,0.0,1,0.0,1,CR1138,R1138,R1138TS287_1,Others,R1138_TS287_1,R1138_TS287_1,0.7180350169321872,Human,5
TS287,3,14.638,10,16.567,10,0.884,7,0.926,12,-1.0,62,0.868,6,0.0,1,12.889,1,0.6,12,0.0,1,0.0,1,CR1138,R1138,R1138TS287_3,Others,R1138_TS287_3,R1138_TS287_3,0.7019497815437332,Human,11
TS232,2,21.787,11,25.45,12,0.856,12,0.95,1,-1.0,62,0.812,18,8.23,57,20.142,29,0.631,9,0.0,1,0.0,0,CR1138,R1138,R1138TS232_2,Others,R1138_TS232_2,R1138_TS232_2,0.7126386318266892,Human,6
TS232,1,21.804,12,25.425,11,0.858,11,0.95,1,-1.0,62,0.815,17,9.53,59,19.999,26,0.63,10,0.0,1,0.0,0,CR1138,R1138,R1138TS232_1,Others,R1138_TS232_1,R1138_TS232_1,0.7109326735922858,Human,9
TS287,4,26.066,13,33.011,14,0.79,31,0.615,63,-1.0,62,0.859,8,0.35,24,13.466,3,0.459,13,0.0,1,0.0,1,CR1138,R1138,R1138TS287_4,Others,R1138_TS287_4,R1138_TS287_4,0.6436700424491943,Human,13
TS128,2,26.716,14,32.334,13,0.826,19,0.889,20,0.0,1,0.801,23,107.42,78,22.941,65,0.369,18,0.0,1,0.0,1,CR1138,R1138,R1138TS128_2,Others,R1138_TS128_2,R1138_TS128_2,0.6085168034149318,Human,15
TS128,1,27.003,15,34.175,15,0.79,31,0.893,19,0.0,1,0.743,45,126.56,82,28.583,108,0.393,16,0.0,1,0.0,0,CR1138,R1138,R1138TS128_1,Others,R1138_TS128_1,R1138_TS128_1,0.5794690912565615,Human,23
TS128,4,29.635,16,36.375,16,0.815,23,0.904,13,0.0,1,0.773,36,107.97,80,26.094,95,0.403,15,0.0,1,0.0,0,CR1138,R1138,R1138TS128_4,Others,R1138_TS128_4,R1138_TS128_4,0.608159517740927,Human,16
TS287,2,29.771,17,37.969,17,0.784,39,0.755,56,-1.0,62,0.81,20,0.69,35,23.526,73,0.441,14,0.0,1,0.0,0,CR1138,R1138,R1138TS287_2,Others,R1138_TS287_2,R1138_TS287_2,0.5940692894281483,Human,17
TS238,1,35.471,18,1817.091,82,0.02,82,0.0,83,0.0,1,0.031,82,274.6,85,55.657,125,0.138,73,0.0,1,0.0,1,CR1138,R1138,R1138TS238_1,Others,R1138_TS238_1,R1138_TS238_1,0.2831548710633121,Human,75
TS287,5,37.745,19,47.912,21,0.788,36,0.615,63,-1.0,62,0.857,9,0.52,27,13.458,2,0.374,17,0.0,1,0.0,1,CR1138,R1138,R1138TS287_5,Others,R1138_TS287_5,R1138_TS287_5,0.6430278933582719,Human,14
TS076,1,38.638,20,45.679,18,0.846,13,0.882,24,0.0,1,0.835,13,2.69,42,19.073,14,0.296,20,0.0,1,0.0,1,CR1138,R1138,R1138TS076_1,Others,R1138_TS076_1,R1138_TS076_1,0.5916020826407636,Human,18
TS416,5,38.638,20,45.679,18,0.846,13,0.882,24,0.0,1,0.835,13,2.69,42,19.073,14,0.296,20,0.0,1,0.0,1,CR1138,R1138,R1138TS416_5,Others,R1138_TS416_5,R1138_TS416_5,0.5916020826407636,Human,18
TS439,1,38.638,20,45.679,18,0.846,13,0.882,24,0.0,1,0.835,13,2.69,42,19.073,14,0.296,20,0.0,1,0.0,1,CR1138,R1138,R1138TS439_1,Others,R1138_TS439_1,R1138_TS439_1,0.5916020826407636,Human,18
TS439,2,39.054,23,49.635,22,0.787,37,0.9,14,0.0,1,0.737,48,3.25,49,23.915,80,0.257,33,0.0,1,0.0,0,CR1138,R1138,R1138TS439_2,Others,R1138_TS439_2,R1138_TS439_2,0.5272228350169609,Human,46
TS076,2,40.791,24,51.688,23,0.789,33,0.894,16,0.0,1,0.744,41,3.03,45,23.317,67,0.284,23,0.0,1,0.0,0,CR1138,R1138,R1138TS076_2,Others,R1138_TS076_2,R1138_TS076_2,0.5435251484728948,Human,39
TS416,1,40.791,24,51.688,23,0.789,33,0.894,16,0.0,1,0.744,41,3.03,45,23.317,67,0.284,23,0.0,1,0.0,0,CR1138,R1138,R1138TS416_1,Others,R1138_TS416_1,R1138_TS416_1,0.5435251484728948,Human,39
TS439,3,40.791,24,51.688,23,0.789,33,0.894,16,0.0,1,0.744,41,3.03,45,23.317,67,0.284,23,0.0,1,0.0,0,CR1138,R1138,R1138TS439_3,Others,R1138_TS439_3,R1138_TS439_3,0.5435251484728948,Human,39
TS439,5,40.831,27,59.785,33,0.683,63,0.577,67,0.0,1,0.73,52,43.85,73,23.678,75,0.277,27,0.0,1,0.0,1,CR1138,R1138,R1138TS439_5,Others,R1138_TS439_5,R1138_TS439_5,0.564416058727474,Human,32
TS076,3,40.85,28,54.164,28,0.754,47,0.809,45,0.0,1,0.737,48,1.3,41,27.036,102,0.264,31,0.0,1,0.0,0,CR1138,R1138,R1138TS076_3,Others,R1138_TS076_3,R1138_TS076_3,0.5303910876795022,Human,45
TS128,5,41.206,29,53.466,27,0.771,42,0.847,39,0.0,1,0.738,47,98.34,77,26.814,101,0.262,32,0.0,1,0.0,0,CR1138,R1138,R1138TS128_5,Others,R1138_TS128_5,R1138_TS128_5,0.5611661587740782,Human,34
TS416,2,41.299,30,66.24,45,0.623,67,0.48,70,-1.0,62,0.681,67,42.42,72,25.379,88,0.283,26,0.0,1,0.0,1,CR1138,R1138,R1138TS416_2,Others,R1138_TS416_2,R1138_TS416_2,0.5150974103068982,Human,56
TS238,2,41.562,31,3041.588,83,0.014,83,0.01,81,0.0,1,0.019,83,232.22,83,54.063,124,0.115,77,0.0,1,0.0,1,CR1138,R1138,R1138TS238_2,Others,R1138_TS238_2,R1138_TS238_2,0.2874769625446137,Human,74
TS227,4,41.874,32,53.369,26,0.785,38,0.878,28,0.0,1,0.744,41,0.09,6,26.534,100,0.308,19,0.0,1,0.0,0,CR1138,R1138,R1138TS227_4,Others,R1138_TS227_4,R1138_TS227_4,0.5230245678758457,Human,48
TS416,3,43.575,33,54.927,29,0.793,30,0.896,15,-1.0,62,0.748,40,3.16,48,22.752,62,0.241,37,0.0,1,0.0,0,CR1138,R1138,R1138TS416_3,Others,R1138_TS416_3,R1138_TS416_3,0.5390826982079389,Human,44
TS147,5,44.915,34,57.988,30,0.775,41,0.883,22,-1.0,62,0.725,59,0.04,3,26.011,92,0.234,39,0.0,1,0.0,0,CR1138,R1138,R1138TS147_5,Others,R1138_TS147_5,R1138_TS147_5,0.5224674439812131,Human,49
TS392,5,45.675,35,60.076,34,0.76,44,0.756,55,0.0,1,0.768,37,34.71,67,22.153,60,0.256,34,0.0,1,0.0,1,CR1138,R1138,R1138TS392_5,Others,R1138_TS392_5,R1138_TS392_5,0.5390910684995561,Human,43
TS238,3,46.761,36,5106.899,84,0.009,84,0.0,83,0.0,1,0.017,84,67.07,75,28.058,105,0.073,84,0.0,1,0.0,0,CR1138,R1138,R1138TS238_3,Others,R1138_TS238_3,R1138_TS238_3,0.2797938724680671,Human,76
